songnumber,songid,albumid,albumname,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,track_id,artist_hotttnesss,artist_mbid,artist_playmeid,artist_7digitalid,release1,release_7digitalid,song_hotttnesss,track_7digitalid,analysis_sample_rate,audio_md5,end_of_fade_in,energy,key1,key_confidence,loudness,mode1,mode_confidence,start_of_fade_out
8880,SOHTDBY12A67020981,10313,Atom Bomb,ARNG61X1187B98C7DF,0,Talladega AL,0,The Blind Boys Of Alabama,0,176.404,9,0.002,86.366,4,0.353,New Born Soul,2005,TRBEONX128E0788D2B,0.424271,2f76bd85-ba19-4d80-9bb7-4555abe463c5,45679,7122,Atom Bomb,10313,0.345802234,105097,22050,6245362e0154a3b558907271408986d6,0.198,0,9,0.002,-10.844,1,0.149,165.75
8881,SOUFBXS12A67ADD453,17181,Camino Vertical,ARYC2P31187B9B9AB7,0,,0,Seguridad Social,0,254.537,9,0.984,169.663,4,0,El Oro De La Gallina De Los Huevos,1999,TRBEOOD128E0795C84,0.390361,facc27a0-b02b-4f20-b2c5-1e7f8e732952,-1,9474,Camino Vertical,17181,nan,183573,22050,6e6e28fa45c38a7507ac402ad63143c9,0.194,0,9,0.984,-6.668,1,0.801,236.089
8882,SOPFVNF12AB017F32E,386773,Tous Mes RÃŒÂ»ves,ARTHIJ41187FB57411,14.6355,Martinique French,-61.0228,Princess Lover,0,262.452,9,0,166.029,4,0.464,Prends-Moi La Main,2007,TRBEORE128F92E8476,0.399493,bc8b2dec-8eaf-4144-9e16-fbc5796bb47f,-1,267810,Tous Mes RÃŒÂ»ves,386773,0,4290500,22050,a6b57d7f7a12ffa3911b5ead014d1e05,0.467,0,9,0,-8.436,1,0.106,253.26
8883,SOREVMS12A58A7B236,118253,Plays Boleros,AREYIHC1187B99CE0B,0,,0,Brazilian Tropical Orchestra,0,174.706,0,0.377,99.397,4,0.613,If You Leave Me Now,0,TRBEORW128F42A3A56,0.339408,1b37371e-9e55-4a35-b3d8-bfb10cc1f364,60290,93269,Plays Boleros,118253,nan,1218040,22050,09060e3e7491280178c8693e9207a191,0.305,0,0,0.377,-15.479,1,0.399,166.452
8886,SOCQVFV12AB01859A2,812979,Cloud Seed,ARXAHU31187B9B1520,51.5063,London,-0.12714,Vex'd,0,295.497,2,0.291,117.007,4,0.337,Oceans,2010,TRBEOUT12903CD5981,0.375367,70cfe8a4-1efb-4576-82a7-77533d4b9929,-1,466819,Cloud Seed,812979,0.605331887,8984740,22050,6978ac51ca40951bbccba937e0b4d35a,0,0,2,0.291,-11.596,1,0.372,284.886
8888,SOKCWAL12A8C13BA00,250402,Radioland,ARZDYBC1187B9A3142,36.0632,Fayetteville AR,-94.1579,The Cate Brothers,0,330.631,0,0.39,167.871,4,0.225,Am I Losing You,0,TRBEPAA128F4263E2E,0.190346,136d5363-4297-4b19-87eb-3748371d4c81,-1,193079,Radioland,250402,0.26907184,2818960,22050,b63c3bb12fc73da2e2af11982b052622,0.2,0,0,0.39,-8.875,1,0.435,316.198
8889,SOWTTZI12AB017E92B,632916,Fat_ Drunk and Stupid,ARADCSF11F4C8416CD,0,,0,Crusaders,0,117.681,7,0.246,98.293,1,0,She's My Woman,0,TRBEPAL128F932C21B,0.367497,f66d5f7d-834e-4d43-91b8-54bbccf9bbf3,-1,25309,Fat_ Drunk and Stupid,632916,0,7026450,22050,8b6fbad62f574724eea64e00865b30fc,0.757,0,7,0.246,-9.31,1,0.476,113.029
8890,SOTMCYN12AB0183054,519859,Dance Nights 02 - Uplifting Trance,ARXWBOL11E2835E5BB,0,,0,Abbott & Chambers,0,492.46,11,0.486,135.993,4,0.151,Where Are You,0,TRBEPKI128F9353F14,0.218936,2c0be2ba-fa63-430f-afca-7499852158f6,-1,186637,Dance Nights 02 - Uplifting Trance,519859,nan,5751350,22050,3c45c4bd2748bcce5e14ea7aa67ad263,0,0,11,0.486,-6.158,0,0.354,486.539
8891,SODDHIO12A8C140FBA,426842,Triana Viva,ARDW9RF1187B99002C,0,,0,Triana Pura,0,202.945,9,0.644,150.418,3,0.873,Con el chacacha del tren (CancÃŒ_on por Rumba),0,TRBEPMK128F92D61AE,0.254746,ff7b823a-485b-4e51-8431-fad0c918af60,-1,304374,Triana Viva,426842,0,4767100,22050,8902badd0666014aa150df90ba642c79,0,0,9,0.644,-7.014,1,0.575,202.945
8892,SOQINBV12A8C136A80,146185,25 Anos NÃŒÂ£o SÃŒÂ£o 25 Dias,ARTP2PK1187B98FECA,0,,0,Quinteto Violado,0,391,7,0.79,139.806,5,0.587,Maria Betania,0,TRBEPQG128F42547F6,0.32052,23c07df4-b3bb-42e8-8bea-098c0b09fb90,56151,30067,25 Anos NÃŒÂ£o SÃŒÂ£o 25 Dias,146185,nan,1524730,22050,5d9ac28428b4d33e1fd093a3594e65e1,0.372,0,7,0.79,-22.152,1,0.795,383.332
8893,SOHAAZA12AC3DFB71C,594943,Lisbon Five & Hayrigin Yerke,ARTXJFJ1241B9C55EF,37.1679,United States,-95.845,Karnig Sarkissian,0,476.473,9,0.83,67.886,4,0.921,"Inrtoduction Hing Hye Srder""",0,TRBEPTD12903CDFD52,0.303862,,-1,443045,Lisbon Five & Hayrigin Yerke,594943,nan,6601390,22050,ee0157ed14855bce7f02280010ad896d,3.756,0,9,0.83,-14.369,0,0.817,465.769
8894,SODMADA12A8C139707,252712,Mikey Dread Dubwise,AR78ZID1187B9B31ED,18.1153,Jamaica,-77.2735,Mikey Dread,0,261.799,0,0.192,141.148,4,1,Master Mantrol (Dub / Instrumental Reggae Music),0,TRBEPTI128F4266340,0.360446,85fcc6c7-4b54-40dd-bd0e-0df68309acea,-1,37132,Mikey Dread Dubwise,252712,nan,2830270,22050,ff7ba04a2d14cd72c246c0bd73cdff04,2.717,0,0,0.192,-18.679,1,0.397,245.447
8895,SOPSDJE12AB0184BC7,415839,Songs of Ireland And Beyond,ARW45K91187FB3DE04,44.0012,United States,-71.6342,Tommy Makem;The Clancy Brothers,0,117.028,11,0.715,120.988,1,0,Old Woman From Wexford,0,TRBEPVA128F932C6FE,0.365747,ed29f6fa-ca96-47f7-9c7e-b9f2f11f30e4,14716,27528,Songs of Ireland And Beyond,415839,nan,4634840,22050,620f26f367412476bc17faf7a9e6f7a4,0,0,11,0.715,-14.43,1,0.654,113.818
8896,SOZDFUE12AB018DE6A,578859,Serious Friction,ARCDCFY122ECCBCC6A,40.9947,Pennsylvania,-77.6045,Proficy,0,230.243,1,0.327,111.116,7,0.895,Love_ Respect & Loyalty (feat. Sophie & Cait La Lee),0,TRBEPWY12903CB1CBE,0.227625,,-1,430291,Serious Friction,578859,nan,6410490,22050,f7808805866273c23de6989d8fcc64e9,0.299,0,1,0.327,-5.555,1,0.369,222.906
8899,SOVBRIV12A8C133996,287055,Sweet Smell of Success (Original Broadway Cast Recording),AR0PUK71187B9AC3C0,40.7146,New York NY,-74.0071,Marvin Hamlisch;John Lithgow;Jeffrey Huard,0,99.7089,9,0.239,118.566,3,0.921,At the Fountain (Reprise) (Brian d'Arcy James & Ensemble),0,TRBEQHL128F4272CBC,0.344972,fd9f268a-89ef-4577-81f4-efebc9517a07,128443,129713,Sweet Smell of Success (Original Broadway Cast Recording),287055,nan,3224900,22050,cd6b38b031cb1a68a1267eb20ecfa115,1.367,0,9,0.239,-11.404,1,0.39,96.903
8901,SOUQVAA12AB018D21C,709587,Beauty Queen,ARELVCU1187B98F3E5,46.8132,Switzerland,8.22395,Serpentine,0,244.924,11,0.114,88.566,3,1,Passion_ Love & Pain (Feat. 25 Kids),0,TRBEQNH12903CB087E,0.298448,032b4d5a-8549-48cf-a0b5-b65c62699f47,114323,69802,Beauty Queen,709587,0.215080319,7868900,22050,1147c3e530a2be50f695dc35b8f6d703,0.204,0,11,0.114,-6.165,1,0.376,240.309
8902,SOONLCB12AB0186303,422480,20 AÃŒÂ±os En Vivo,ARW70HR1187B9A358C,0,Merida Mexico,0,Aleks Syntek,0,223.973,3,0.305,127.969,4,0.487,In My Arms (Live Auditorio Nacional 08),0,TRBEQPB128F933D621,0.399432,2fae3969-96cb-4dea-91c8-9108848de808,1736,28789,20 AÃŒÂ±os En Vivo,422480,nan,4709820,22050,da9b75ad96b28948bce031f8682ee519,0,0,3,0.305,-5.064,0,0.285,220.079
8903,SONXZLQ12AB018C1E4,714137,Say Something,ARRTI6E1187B9A661D,0,,0,Tony Tuff,0,229.59,4,0.065,149.844,4,0.462,Say Something,0,TRBEQUV12903CBD17A,0.331745,2f768221-c825-49af-8688-aceeeef247c6,125811,7624,Say Something,714137,nan,7920860,22050,dac8f290b59c4db886dc454e7dda803a,2.177,0,4,0.065,-9.655,0,0.293,222.592
8904,SOPOPBY12AB017CA06,445429,Bazooka Tooth,AR6F6I21187FB5A3AA,0,,0,Aesop Rock,0,310.804,6,0.015,87.618,4,0.688,N.Y. Electric / Hunter Interlude,2003,TRBEQZJ128F9300B50,0.477311,aba64937-3334-4c65-90a1-4e6b9d4d7ada,7929,23041,Bazooka Tooth,445429,0.48306456,4946760,22050,e5f116dd612a94a138d5f9b2492b4f3f,0,0,6,0.015,-10.311,1,0.195,310.804
8905,SOZKBLW12A6701D33D,9435,Gott och blandat,AR90X8J1187B995250,62.1984,Sweden,17.5514,Caramell,0,218.409,0,0.084,137.954,4,0.134,Expolodera (som dynamit),1999,TRBERCZ128E0787D93,0.3957,6daf40f2-3351-4b27-a27d-876078fc542b,-1,6490,Gott och blandat,9435,nan,96693,22050,683396aac6e0e50b1e6cc0e1f8f49faa,0.2,0,0,0.084,-5.426,0,0.321,211.487
8906,SOJJAGC12A8C13F710,174759,Creator Of The Memphis Blues,ARSX3I61187B98FAC7,35.0373,Whitehaven TN,-90.0615,Frank Stokes,0,176.326,5,0.555,149.056,1,0,Sweet To Mama,2005,TRBERGT128F42A009F,0.351024,35992a97-e1c5-4987-96dd-9a03f358a69d,31741,2857,Creator Of The Memphis Blues,174759,nan,1874720,22050,0a928ec9281cdf08eeec89ab0cde6cfc,0.264,0,5,0.555,-16.748,0,0.409,172.292
8908,SOYZIJN12A8C142E33,615314,A Todo Terreno,ARGUAHS11F50C4CF7D,0,,0,Los Traileros Del Norte,0,163.239,5,0.682,189.682,4,0,Perro Faldero,0,TRBERHS128F92FF079,0.301094,17b882d4-c0c7-4f28-abef-f4dd1d9d7ae5,34243,36729,A Todo Terreno,615314,nan,6840400,22050,d3e987afec323f512ae983d7594725a5,0.067,0,5,0.682,-8.662,1,0.523,155.516
8909,SOHRWWQ12AC90727FD,600572,Left Of Cool,ARJXULI11F4C83C865,0,,0,Bela Fleck And The Flecktones,0,309.942,5,0.664,75.699,3,0.81,Throwdown At The Hoedown (LP Version),0,TRBERIX12903CEF907,0.272365,,-1,201735,Left Of Cool,600572,nan,6665980,22050,f61c4f46e5fe81f482d61a4b2f00abcd,0.218,0,5,0.664,-15.001,1,0.495,273.223
8910,SOGTEWJ12A8C13ABC5,264080,"Cedric congo"" myton inna de yard""",ARSHTBB1241B9C434A,0,,0,Cedric Myton,0,520.045,1,0,132.084,1,0.066,Wisdom,0,TRBERJE128F425F098,0.176392,,-1,201680,"Cedric ""congo"" myton inna de yard",264080,nan,2798970,22050,dc7df6a5cc89291a206336691489252e,0,0,1,0,-7.269,1,0,516.963
8912,SOQDSYD12A813582AC,178566,Raccolto,ARU5BXG119B86698FE,0,,0,Stefano Battaglia_ Giovanni Maier_ Michele Rabbia,0,343.51,7,0.511,37.797,4,0,Raccolto,0,TRBERKY128F42290CA,0.416787,2bd57a73-7784-4b8e-b274-2d9b8d2588cd,-1,72364,Raccolto,178566,nan,1928290,22050,e1502ea0a2fb64361b15d195bb2b3a97,6.699,0,7,0.511,-22.999,0,0.553,330.379
8913,SOEFLFW12AB018D477,585298,I Was a Human Bomb for the FBI,ARK9W051187FB4B783,0,,0,Zombina & The Skeletones,0,210.938,7,0.541,190.035,4,0,I Was a Human Bomb for the FBI,2006,TRBERLZ12903CC4747,0.409484,c9458568-f6e1-47a5-9477-2d58e3e18edb,-1,571723,I Was a Human Bomb for the FBI,585298,nan,6488460,22050,e5fc96c683524809a3616ff6fdf4614a,0,0,7,0.541,-7.336,1,0.5,190.392
8914,SOKWONZ12A8C13ADFE,46777,MT3,ARGBG2T1187B9B1670,0,,0,Massive TÃŒÂ_ne,0,220.786,1,1,97.054,4,1,Im Club,2002,TRBEROX128F4270745,0.371878,1586106b-e8e6-422d-925f-74ff9504d546,-1,23700,MT3,46777,0.360370583,2286380,22050,8406bfc1b0391e38e24601a2996cad22,0.345,0,1,1,-5.839,1,0.67,217.403
8916,SOWYBEK12AB018BB91,725073,West Coast Connection / Steel And Fire,AR1RZ1E1187FB5A62E,0,,0,Mick Clarke,0,165.72,2,0.316,84.736,1,0.044,Wild Ride (From the album Steel And Fire),0,TRBESAQ12903CD9497,0.299995,fba554ab-56a0-4ab0-ba96-9ccb9ecebdff,-1,286449,West Coast Connection / Steel And Fire,725073,nan,8036720,22050,e41c33447069dbfec890976ee509c0a7,0.073,0,2,0.316,-8.291,1,0.524,165.72
8919,SOGYWNC12A58A7811F,528599,Vol. 3: The Subliminal Verses [Special Package],AR0KBXO1187B996460,41.5898,Des Moines Iowa,-93.6157,Slipknot,0,234.057,7,0.777,100.482,4,0.449,People = Sh*t (live) (Album Version),0,TRBESDU128F92F3CE9,0.598555,ceb7b6be-1dbb-4d80-b157-5588bc884764,-1,63345,Vol. 3: The Subliminal Verses [Special Package],528599,0.499445835,5838540,22050,3e1aeb9866cfbee9e35196737c106880,3.39,0,7,0.777,-3.398,1,0.527,228.496
8921,SOXAPVV12A67020F8C,10148,Live Seeds,ARODBRG1187FB3FD99,-36.3548,Wangaratta Victoria Australia,146.326,Nick Cave & The Bad Seeds,0,202.057,7,0.828,70.759,3,0.88,New Morning (Live),1993,TRBESGH128E0788912,0.479408,172e1f1a-504d-4488-b053-6344ba63e6d0,10506,451,Live Seeds,10148,0.407233015,103843,22050,c4444a78e08bdecc9b29ef2b3c20e8bf,0,0,7,0.828,-10.319,1,0.812,194.473
8922,SOVDQMC12A8C142C99,612184,Unforgiven,ARONPP01187B995FB5,52.8836,England,-1.97406,Cockney Rejects,0,241.502,2,0.734,163.393,4,0,It's Alright Bruv,2007,TRBESVW128F92F6960,0.428651,9a4c746f-8ae7-47a1-8292-937ec6792e7a,-1,29233,Unforgiven,612184,0.323112121,6805700,22050,be570198a37d38085c1119f4481741aa,0.345,0,2,0.734,-2.818,1,0.561,220.259
8924,SOVETRX12A6D4F7717,33936,No Protection,ARZCXO91187FB53708,32.6783,Georgia,-83.223,Justin,0,219.977,0,0.55,99.914,4,0.944,De Lai Bu Yi,0,TRBESWH128F14722F5,0.335369,c7d13c98-8896-4105-b68d-698d4f54ffcd,70751,11550,No Protection,33936,nan,363254,22050,22b5785af5c44a37c54bd88fe959a63d,0.253,0,0,0.55,-11.132,1,0.565,211.313
8925,SOQUUNE12A8C135F0D,246752,Seni Anan Benim IÃŒÂ_in Dogurmus,ARJK0ID1187B9A7A02,0,,0,Ebru Yasar,0,214.961,6,0.329,130.023,4,0.216,Birak Yakami,0,TRBESXG128F4243BFB,0.300531,a51f8467-e723-4b53-9207-a072e81ccf79,51542,190923,Seni Anan Benim IÃŒÂ_in Dogurmus,246752,0,2679620,22050,1e4689e3e213bae019fd01bf78a81980,0.345,0,6,0.329,-9.183,0,0.436,206.17
8927,SOOVPDF12AB0182A9A,503121,Get Myself Together,AR7ISJJ1187B9B2CD6,31.1689,Texas,-100.077,Danny Barnes,0,160.47,0,0,189.782,4,0,Cumberland Gap,2005,TRBETRA128F9327DC6,0.435252,e3c91e87-54c4-4c23-b0c6-1ff917ce2d2b,192660,372751,Get Myself Together,503121,0.239629098,5568640,22050,69f48d43cbf50b0cd036515e0fccecd9,0.526,0,0,0,-13.579,0,0,152.073
8928,SOLCFCO12AB018B764,795012,The Strings Sing & The Strings Swing,ARLJK1O1187B9B0FC4,0,,0,The Knightsbridge Strings,0,185.939,2,0.206,74.153,4,0.992,Mood Indigo,0,TRBETSW12903CA6A6B,0,8e64d20f-468e-4b26-834e-ade4ab9667e4,-1,549126,The Strings Sing & The Strings Swing,795012,nan,8791870,22050,aa5cd429d80a26af398e11fce694a338,0.63,0,2,0.206,-16.271,0,0.42,171.892
8930,SONBYWD12A6D4F5E8B,44054,Ultimate Tracks - We Are The Reason - as made popular by Avalon [Performance Track],ARJ45QE1187FB423B8,0,Dearborn MI,0,Ultimate Tracks,0,279.405,9,0.207,129.99,4,0.246,We Are The Reason - Medium key performance track w/o background vocals,0,TRBEUDN128F14860CE,0.557408,4382b934-64c3-47ac-98db-65f26d845c48,-1,25318,Ultimate Tracks - We Are The Reason - as made popular by Avalon [Performance Track],44054,nan,470723,22050,eb87dfaafd3a843794e4591630dd4051,0,0,9,0.207,-11.95,0,0.363,263.279
8933,SOYDMSD12AB01825A3,504423,DiscografÃŒ_a Completa 1994-2000,ARBGJLS11F4C83D4B9,0,,0,Xmilk,0,141.165,9,0.062,197.471,1,0,Side By Side,0,TRBEUOY128F932B2D7,0.321384,,-1,358813,DiscografÃŒ_a Completa 1994-2000,504423,0,5582230,22050,7045b29d8fd6e77c8b2c35a0b6fa33bf,0,0,9,0.062,-4.644,1,0.467,131.512
8934,SOCNADB12AB0185B07,352603,Meteorito EP,AR6UQ8H1187B99DA9E,34.1661,New Mexico,-106.026,Chacho,0,460.695,7,0.085,102.572,4,1,Meteorito,0,TRBEUQH128F93152E8,0.166173,49577d14-b88c-4f3f-8481-f1d65dfcd224,-1,272521,Meteorito EP,352603,0.345802234,3941060,22050,da071c4d1f91e8cbc558c1285037619a,0.061,0,7,0.085,-9.66,1,0.547,410.738
8935,SOTGHKM12A8C13C67C,303281,The Best Of,AR0QT3O1187FB56860,53.3438,Dublin Ireland,-6.24953,Ronnie Drew,0,194.978,7,0.839,117.939,4,0.812,The Ballad Of St. Anne's Reel,0,TRBEUSV128F42A5F43,0.385867,fc7f2df9-ad78-4243-a14a-c23520e29b11,99697,20795,The Best Of,303281,0.266955186,3438180,22050,093b773161fd6487ed513e1fab80b354,0.216,0,7,0.839,-10.098,1,0.705,189.283
8936,SOITEFM12A8C13CE39,212957,It's On The House,ARMT23H1187B995083,29.4245,SAN ANTONIO Texas,-98.4946,Emilio,0,191.555,4,0.554,94.895,4,0.456,Somebody Stop Me,0,TRBEUVP128F427831E,0.36083,9be6d6ad-950d-45d3-825c-9408f82c7c8d,100166,17254,It's On The House,212957,0.249065795,2318630,22050,79cf022c5c3505aa4e399a68e4c1d5c5,0.148,0,4,0.554,-9.618,1,0.576,182.462
8937,SOPJMCP12AB018CCA2,667675,Back To The Beginning - Usher,ARPDVPJ1187B9ADBE9,0,Atlanta GA,0,Usher Featuring The Nu Beginning,0,313.782,7,0.351,152.879,4,1,Mother's Luv,0,TRBEUWA12903CB5CDE,0.851234,3414d446-735a-443c-931f-10634f57e5b9,1646,3117,Back To The Beginning - Usher,667675,nan,7402430,22050,14dfec2e17eee44bc56af84476503bc9,0,0,7,0.351,-10.627,1,0.507,300.797
8939,SOWBRNM12AB018AD0E,765819,I'll Never Be Able To Tell It All (Studio Track),ARHNMEZ11F50C4706C,35.8307,Tennessee,-85.9787,Karen Peck And New River,0,177.763,8,0.573,148.03,4,0.673,I'll Never Be Able (To Tell It All) (High Key-Studio Track w/o Background Vocals),0,TRBEVJC12903CCE75B,0.373833,c926a04a-df7f-43b0-8e5b-8976ab4d3e8f,83819,189077,I'll Never Be Able To Tell It All (Studio Track),765819,0,8479930,22050,58b628b66eb3df1b581a349f4406f694,0.061,0,8,0.573,-8.335,1,0.506,171.862
8940,SOAKVYO12AB0187E78,641925,Wonderful World Of Edelweiss,ARDCIH31187B98B241,0,,0,Edelweiss,0,201.43,0,0.023,173.903,4,0.767,The Kangaroo Theory,0,TRBEVND128F93429DD,0.372051,593dae7b-011b-4bda-87da-128f7f05e7ab,-1,297659,Wonderful World Of Edelweiss,641925,0.383308055,7118800,22050,57745ee50602ab2347c522302bf19fc7,0.282,0,0,0.023,-12.396,0,0.306,185.789
8942,SOHPQKD12A8C143939,614972,Keep Hope Alive EP,ARNRPI31187B9AC699,0,Los Angeles CA,0,The Crystal Method,0,357.642,11,0.031,114.313,4,1,More,1997,TRBEVTM128F92FE2B2,0.555742,aaf09f31-bb5c-43e5-9f54-bb6554c33a71,9443,5763,Keep Hope Alive EP,614972,0.632525062,6836860,22050,deb7a562a216ce610d2589e87de09ba1,0.194,0,11,0.031,-10.851,1,0.384,350.79
8944,SOLDKKK12A6D4FD12B,297570,Punk-O-Rama 6,AR06EB01187FB40150,34.0535,Los Angeles CA,-118.245,NOFX,0,108.12,0,0.772,198.201,4,0,Bath Of Least Resistance,2001,TRBEWCS128F428BA34,0.554291,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,11040,33328,Punk-O-Rama 6,297570,0.596571198,3328970,22050,96fb5c2462c189a2800dbabdf440268e,0,0,0,0.772,-4.926,1,0.76,105.198
8956,SOWZGGJ12AAF3B583F,382973,Love Like This,ARBAW9R1187B98FB6B,51.5063,London,-0.12714,Natasha Bedingfield,0,341.42,7,0.91,162.329,4,0.896,Love Like This,2008,TRBEXUF128F92DF175,0.769674,8b477559-946e-4ef2-9fe1-446cff8fdd79,1146,1178,Love Like This,382973,nan,4250380,22050,e9c73ac5cb721822ca194e370317f67d,0,0,7,0.91,-8.652,1,0.635,338.936
8960,SOODBAO12A58A790F9,219309,Booty Bumpin',ARJIWJH1187FB3F6B9,34.1463,Glendale CA,-118.248,Elvin Bishop,0,316.342,4,0.093,105.486,1,0,Half Way Out The Door (Live),0,TRBEYFC128F4286D0A,0.407888,b1768592-294e-4e15-a892-eb8837dec3e4,19186,51754,Booty Bumpin',219309,0,2392540,22050,a263426d642482270616c882cf1645bb,0,0,4,0.093,-4.775,0,0.298,316.342
8962,SORTGHI12A8C13FB9A,299156,More Than A Woman,ARAEX7Y1187FB42D36,0,Severn MD,0,Toni Braxton,0,249.182,1,0.337,84.797,4,0,Tell Me,2002,TRBEYJR128F4292651,0.555969,3c8a8696-e176-4c46-a2d3-48b6b1525c7f,1610,40884,More Than A Woman,299156,0.662651979,3356800,22050,977ef80049bfc4c0be123bd062a1ab34,0.09,0,1,0.337,-6.297,1,0.429,235.224
8965,SOALCHT12AB0186A53,463581,Spleen,ARWI6LR1187FB46E9F,43.5761,Le Cannet France,7.01815,Richard Galliano,0,196.258,0,0.601,106.153,3,1,Honey Fingers,1992,TRBEYPA128F933197C,0.423356,8581affe-38e6-4659-b81b-6058ff40cf45,-1,35531,Spleen,463581,0,5159440,22050,0a2b7c361ec8eff05078405ec90682d3,0.2,0,0,0.601,-15.062,1,0.488,193.469
8975,SOWIGXC12AF729AEC2,15050,Christmas Music For The Heart,ART1R9I1187B9B3324,0,,0,Margaret Becker,0,292.101,6,0.292,148.8,4,0.453,O Come_ O Come Emmanuel,0,TRBEZEL128E079116D,0.404158,ed20b805-2e45-4ccb-838d-56cfb3947a4c,61414,10558,Christmas Music For The Heart,15050,nan,157635,22050,de2b5c43174e8e3b3b1c36752d31bc65,0.254,0,6,0.292,-14.979,0,0.414,275.731
8983,SOLVUSB12AB0180607,463504,Under the Red and White Sky,AR1Y2PT1187FB5B9CE,27.9402,Brandon,-82.3255,John Wesley,0,246.7,0,0.789,169.193,4,0,Cuttin' the Tree,1999,TRBEZUP128F9331747,0.452789,84f3a2c3-95b4-4d4f-82d9-0e4baf4886ab,-1,343187,Under the Red and White Sky,463504,0.323112121,5158870,22050,1aaddbc388735f5deb41cd058e69973b,0.16,0,0,0.789,-9.113,1,0.698,246.7
8987,SOXHWKH12AB0184221,117266,Liars,ARVZWQ31187B9B8946,34.0535,LA / NYC,-118.245,Liars,0,136.176,4,0.195,130.48,4,0.813,Cycle Time,2007,TRBFAHF128F42A1F03,0.420413,03098741-08b3-4dd7-b3f6-1b0bfa2c879c,33463,14248,Liars,117266,nan,1207410,22050,7cb967c93c80c396a113b5d5d1cc2041,0.107,0,4,0.195,-5.492,0,0.509,131.93
8998,SOPZDPO12A8C131E41,142964,Masters Of Memphis Blues_ CD A,ARN7OQ21187FB5A6B3,0,Greenwood MS,0,Furry Lewis,0,193.201,6,0.002,102.248,4,0.221,I Will Turn Your Money Green (Take 1),0,TRBFASC128F424D427,0.368054,c60131ae-9e8f-46a8-a7d2-1393fe48a9d1,30562,2853,Masters Of Memphis Blues_ CD A,142964,0.646151234,1490700,22050,2cd4ff2f1e7d111a5731092677256bb0,0.177,0,6,0.002,-19.233,1,0.257,185.109
8999,SOGAMCD12AB01803F7,355376,Well Deep: Ten Years Of Big Dada,ARU9KWP1187B98B2A7,0,,0,Busdriver,0,125.779,1,0.481,242.7,4,0,Beauty Supply And Demand,2004,TRBFATS128F9319AEB,0.349476,ccd5bf1f-f83d-4e81-86aa-2aff85d5d6c5,-1,82279,Well Deep: Ten Years Of Big Dada,355376,nan,3964660,22050,a0c6305ffb0ea8027915fa80ae9100ee,0.136,0,1,0.481,-7.117,1,0.41,117.307
9007,SOWACWC12AB01876FA,564388,Def Jam 25_ Vol 16 - Lifer's Picks: 298 to 160 to 825,ARSQDUN1187B98D7D7,0,allentown Pennsylvania USA,0,EPMD,0,291.16,9,0.193,180.469,4,0.82,Head Banger,1992,TRBFBOG128F9356C6E,0.45385,4fa39dc8-c695-4e0e-ba04-92c63d99c9f9,90149,15897,Def Jam 25_ Vol 16 - Lifer's Picks: 298 to 160 to 825,564388,nan,6246720,22050,c39f87878261895d3d98fec6ee1a5c54,0,0,9,0.193,-3.349,1,0.226,283.103
9009,SOUTNUJ12AC46861D4,685503,Metallic K.O.,ARLR9U31187B9A71AD,42.3281,Ann Arbor MI,-83.7336,Iggy And The Stooges,0,347.533,9,0.415,165.81,4,0.565,Raw Power,1996,TRBFBQO12903CE7ACD,0.497051,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,5515,14590,Metallic K.O.,685503,nan,7607700,22050,9c100540cd312b63701b280a23196b23,0.16,0,9,0.415,-8.502,0,0.541,347.533
9012,SOMBFCS12A8C13E5AF,304675,Palace & Main,AR1SQSG1187B9AC782,0,Eskilstuna Sweden,0,Kent,0,240.979,3,0.751,143.908,4,0.863,Alla Mot Alla,0,TRBFBUO128F42A3DED,0.487596,ffb2d3e3-a4cc-48cf-8fb0-f2f846e9d7b9,-1,3318,Palace & Main,304675,0.519448581,3429460,22050,b68ec560936b3a810f3b334f9d084b9d,0.374,0,3,0.751,-8.505,1,0.66,230.208
9018,SOCWCQL12AF72A3A5A,275254,The Greatest Story Ever Told,AREMPZY1187B9B8FF3,0,Jackson MS,0,David Banner,0,72.4371,3,0.159,167.018,4,0.789,Syrup Sipping (Banner Beat Break),2008,TRBFCKI128F4250666,0.512456,c0cc5d77-937d-4296-a349-0a09d733fbfb,2726,11476,The Greatest Story Ever Told,275254,nan,3059620,22050,500ce2ca13f9d4105d05356faf1acfd7,0,0,3,0.159,-11.576,0,0.576,68.261
9021,SOWMQGR12A8C1458A2,389990,The Poison,ARM7C1Q1187FB471C8,0,Bridgend South Wales UK,0,Bullet For My Valentine,0,223.764,8,0.673,185.012,4,0,4 Words (To Choke Upon),2005,TRBFCSV128F92EF7B9,0.609481,d530dbf9-69b1-404f-98f2-0431104f5a1e,3680,16617,The Poison,389990,0.513189736,4326680,22050,800d80ec867ca8e06334defc0c3eb9c0,0.113,0,8,0.673,-2.839,1,0.638,221.048
